id,ident,type,name,latitude_deg,longitude_deg,elevation_ft
36797,SJQF,small_airport,Fazenda Londrina Airport,-13.355555534362791,-57.755001068115234,1690.0
36798,SJQG,heliport,HSBC Heliport,-25.502500534057617,-49.27999877929688,2956.0
36799,SJQH,small_airport,Fazenda Tempero Seco Airport,-9.39638900756836,-66.67972564697266,375.0
36800,SJQI,small_airport,Porto Jofre Airport,-17.358759,-56.773707,361.0
36801,SJQJ,heliport,Jomarca II Heliport,-23.989721298217773,-46.24222183227539,30.0
36802,SJQK,small_airport,Barra do Vento Airport,2.6955599784851074,-60.81420135498047,279.0
337868,SJQL,small_airport,Águas Claras Aviação Agrícola Airport,-19.322112,-47.555554,3117.0
36803,SJQM,heliport,Fazenda Valor Heliport,-3.650974,-45.202893,115.0
262,SJQN,small_airport,Quirinópolis Airport,-18.44610023498535,-50.40919876098633,1922.0
36804,SJQO,heliport,Unidade Administrativa Conjunta do IAP/BPAMB Heliport,-25.51416778564453,-48.499168395996094,27.0
337870,SJQP,small_airport,Estância Rebog Airport,-12.801619,-50.628347,801.0
36805,SJQQ,small_airport,Fazenda Terra Alta Airport,-2.865000009536743,-50.99277877807617,66.0
36806,SJQR,small_airport,Jacarezinho Airport,-21.14233,-50.900817,1312.0
36807,SJQS,small_airport,Paredão da Serra Airport,-15.471943855285645,-55.720001220703125,2117.0
36808,SJQT,small_airport,Fazenda Haras RPC Airport,-20.169079,-43.92747,4209.0
36809,SJQU,heliport,Mantiqueira Heliport,-22.33416748046875,-44.90416717529297,3160.0
36810,SJQV,small_airport,Usina Santa Luiza Airport,-21.509166717529297,-48.19722366333008,1978.0
36811,SJQW,heliport,Warna Roos Heliport,-28.18111038208008,-53.21666717529297,1804.0
36812,SJQX,small_airport,Fazenda Uruará Airport,-3.523351,-53.393923,797.0
36813,SJQY,heliport,Terminal do Solimões Heliport,-3.944166898727417,-63.163612365722656,112.0
36814,SJQZ,small_airport,Dona Iracema Airport,-10.606389045715332,-48.348609924316406,919.0
36815,SJRA,small_airport,Pesqueiro Xingu Airport,-5.775000095367432,-52.62222290039063,525.0
36816,SJRB,small_airport,Fazenda VR Airport,-10.113056182861328,-52.505001068115234,1191.0
36817,SJRC,small_airport,Serra da Borda Airport,-14.8272218704,-59.68805694579999,1575.0
36818,SJRD,heliport,Ilha Josefa Heliport,-23.04055595397949,-44.3922233581543,131.0
36819,SJRE,heliport,Vila Adail Heliport,-23.050326,-47.390181,1975.0
36820,SJRF,heliport,Lavalpa Heliport,-23.29361152648925,-45.97639083862305,1968.0
44713,SJRG,small_airport,Rio Grande Regional Airport,-32.083065,-52.167184,27.0
36822,SJRH,small_airport,Fazenda Galheiro Airport,-15.308055877685549,-54.59972381591797,1788.0
36823,SJRI,small_airport,Condomínio Boa Esperança Airport,-8.406389236450195,-45.44138717651367,1825.0
36824,SJRJ,small_airport,Agromineral Mutum Airport,-7.640277862548828,-56.78777694702149,752.0
36825,SJRK,small_airport,Agropecuária São Roberto Airport,-9.232221603393556,-50.93027877807617,860.0
36826,SJRL,small_airport,Fazenda do Açucar Airport,-14.458610534667969,-56.05277633666992,1001.0
36827,SJRM,heliport,Monte das Oliveiras Heliport,-23.665000915527344,-46.52027893066406,2566.0
36828,SJRN,heliport,Carlos Gomes Center Heliport,-30.031389236450195,-51.176666259765625,419.0
36829,SJRO,small_airport,Fazenda Santa Elisa Airport,-20.530555725097656,-50.6349983215332,1312.0
36830,SJRP,small_airport,Fazenda Santângelo Agropecuária Airport,-20.13247,-56.371143,479.0
36831,SJRQ,heliport,Hospital São Camilo Pompéia Heliport,-23.5338897705,-46.688331604,2703.0
36832,SJRR,small_airport,Fazenda Barreiro Airport,-17.054166793823242,-50.9283332824707,2461.0
36833,SJRS,small_airport,Fazenda Guanabara Airport,-21.343610763549805,-51.4033317565918,1017.0
36834,SJRT,small_airport,Fazenda Arrendamento Airport,-14.369443893432615,-54.00249862670898,1499.0
36835,SJRU,heliport,Maria Cecília Lara Campos Heliport,-23.59055519104004,-46.68305587768555,2595.0
36836,SJRV,small_airport,PCH Garganta da Jararaca Airport,-13.38611125946045,-57.61555480957031,1394.0
36837,SJRW,small_airport,PCH Buriti Airport,-19.341110229492188,-52.68944549560547,1581.0
36838,SJRX,heliport,Grupamento Aéreo da Polícia Militar Heliport,-24.034368,-46.493669,6.0
36839,SJRY,heliport,Mega Mix Heliport,-23.535898,-46.618638,2526.0
36840,SJRZ,heliport,João Domingues de Araújo Helipad,-23.604645,-46.694019,2631.0
36841,SJSA,small_airport,Fazenda Aimorés Airport,-22.78972244262696,-54.5977783203125,1263.0
36842,SJSB,heliport,Ilha Guaíba Heliport,-23.00666618347168,-44.03166580200195,197.0
36843,SJSC,small_airport,Fazenda São Sebastião do Castelo Airport,-18.66111183166504,-57.6238899230957,358.0
36844,SJSD,small_airport,Fazenda São Bento Airport,-21.071248,-55.123229,1752.0
36845,SJSE,small_airport,Serabi Airport,-6.3197221755981445,-55.79499816894531,1017.0
36846,SJSF,small_airport,Agropecuária Barrinha Airport,-19.831655,-49.679395,1310.0
36847,SJSG,heliport,Usina Serra Grande Heliport,-8.978055953979492,-36.07027816772461,1175.0
36848,SJSH,small_airport,Fly Ville Airport,-27.372117,-48.614509,33.0
36849,SJSJ,small_airport,Fazenda São José do Cangalha Airport,-19.51555633544922,-52.60472106933594,1201.0
36850,SJSK,small_airport,Mário Spada Airport,-17.52833366394043,-42.38360977172852,3271.0
36851,SJSL,small_airport,Fazenda Santa Luiza Airport,-23.350885,-53.499599,1162.0
36852,SJSM,small_airport,Fazenda Santa Rita Airport,-19.007837,-50.951318,1451.0
36853,SJSN,small_airport,Fazenda Carvalho Airport,-14.83666706085205,-49.36138916015625,1871.0
36854,SJSO,small_airport,Fazenda Divisão II Airport,-12.953611373901367,-56.31833267211914,1358.0
36855,SJSQ,heliport,Palma Heliport,-16.18833351135254,-48.07555770874024,3320.0
36856,SJSR,small_airport,Fazenda Santa Rosa Airport,-13.99222183227539,-49.76305770874024,1044.0
36857,SJSS,small_airport,Agrifor Airport,-12.508333206176758,-55.69527816772461,1100.0
36858,SJST,heliport,Umbará Energy Heliport,-25.604167938232425,-49.29360961914063,2798.0
36859,SJSU,small_airport,Fazenda São Marcus Airport,-23.56416702270508,-53.79722213745117,1083.0
337969,SJSV,small_airport,Fazenda Guiné Airport,-20.248257,-46.191348,2495.0
36860,SJSW,heliport,Natal Mar Heliport,-5.8652777671813965,-35.18027877807617,82.0
36861,SJSY,heliport,Resgate Região Oceânica Heliport,-22.938888549804688,-43.06083297729492,56.0
36862,SJSZ,heliport,Usina Mundial Heliport,-21.19527816772461,-51.21833419799805,1214.0
36863,SJTA,small_airport,Cristal Airport,-22.18166732788086,-50.49250030517578,1355.0
36864,SJTB,small_airport,Fazenda Buriti Airport,-15.46500015258789,-55.622501373291016,2451.0
32305,SJTC,medium_airport,Bauru/Arealva–Moussa Nakhal Tobias State Airport,-22.160755,-49.070325,1962.0
36865,SJTD,heliport,Plaza JK Heliport,-23.59055519104004,-46.68444442749024,2618.0
36866,SJTE,heliport,Praia do Algodão Heliport,-22.991111755371094,-44.42277908325195,69.0
36867,SJTF,small_airport,Fazenda Mequens Airport,-13.061944007873535,-62.25749969482422,552.0
36868,SJTG,small_airport,Fazenda Calcário Tangará Airport,-14.450278282165527,-57.80055618286133,1831.0
337978,SJTH,small_airport,Fazenda Pôr do Sol,-16.249545,-47.37075,2963.0
36869,SJTI,small_airport,Fazenda Iapó Airport,-24.52777862548828,-50.3658332824707,2700.0
36870,SJTJ,small_airport,Fazenda Guanabara Airport,-21.11666679382324,-54.44972229003906,1450.0
36871,SJTK,small_airport,Ecofly Airport,-22.29694366455078,-48.12027740478516,2129.0
36872,SJTL,small_airport,Aero Agrícola Gaivota Airport,-22.97861099243164,-51.54861068725586,1821.0
36873,SJTM,small_airport,Santa Cecília Airport,-20.88777732849121,-50.98833465576172,1260.0
36874,SJTN,small_airport,Fazenda Alvorada do Caxingó Airport,-13.375,-46.897499084472656,1742.0
36875,SJTO,small_airport,São José Airport,-14.14388942718506,-57.780555725097656,2083.0
36876,SJTP,small_airport,Tapurah Airport,-12.722894,-56.502102,1260.0
36877,SJTQ,small_airport,Fazenda Santa tereza Airport,-22.36888885498047,-43.25138854980469,2087.0
36878,SJTR,heliport,Angélica IV Heliport,-23.55388832092285,-46.66277694702149,2933.0
36879,SJTS,small_airport,Terra Santa Airport,-2.0727779865264893,-56.488887786865234,83.0
36880,SJTT,small_airport,Fazenda Lagoa do Barro Airport,-13.238611221313477,-49.70944213867188,926.0
36881,SJTU,small_airport,Fazenda Tucano Airport,-13.582777976989746,-57.55944442749024,1765.0
36882,SJTV,small_airport,Fazenda Guerra Airport,-11.474166870117188,-57.92111206054688,984.0
36883,SJTW,heliport,Centauro Heliport,-7.818056106567383,-34.91777801513672,66.0
36884,SJTX,heliport,Fazenda Nelore Heliport,-3.731389045715332,-45.27333450317383,182.0
36885,SJTY,heliport,Gran Meliá Mofarrej Heliport,-23.56416702270508,-46.65583419799805,2969.0
36886,SJTZ,small_airport,Dom Eliseu Airport,-4.3027777671813965,-47.581668853759766,800.0
36887,SJUA,small_airport,Fazenda Ipanema Airport,-13.621507,-46.1379,3101.0
36888,SJUB,small_airport,Fazenda Rio Azul Airport,-15.1833333969,-60.2216682434,896.0
36889,SJUC,small_airport,Jardim Paraíso Airport,-12.108332633972168,-45.77750015258789,2395.0
36890,SJUD,small_airport,Usina Dourados Airport,-21.990278244018555,-55.11305618286133,1420.0
36891,SJUE,heliport,Ecological Center Heliport,-23.53472137451172,-46.87472152709961,2575.0
36892,SJUF,heliport,Silvestre Heliport,0.8561109900474548,-51.88833236694336,446.0
338005,SJUG,heliport,SPEL Embalagens Helipad,-23.059775,-46.652976,2638.0
36893,SJUH,small_airport,Fazenda Lagoinha Airport,-19.23861122131348,-47.497779846191406,3346.0
36894,SJUI,heliport,Fazenda São Francisco Heliport,-22.382795,-47.008821,2149.0
36895,SJUJ,small_airport,Fazenda Juína Airport,-13.440685,-59.256831,1900.0
36896,SJUK,small_airport,Fazenda Capitão Verdi Airport,-14.359999656677246,-57.91777801513672,2435.0
36897,SJUL,small_airport,Fazenda Rio Pardo Airport,-22.87777709960937,-49.03777694702149,2257.0
36898,SJUM,closed,Umuarama Heliport,-9.742737,-35.819442,16.0
36899,SJUN,heliport,Unimed - Nordeste Helipad,-29.164754,-51.200806,2534.0
36900,SJUO,heliport,Forest Trade Heliport,-23.579444885253903,-46.66166687011719,2526.0
36901,SJUP,heliport,Braskem Heliport,-12.679444313049316,-38.32110977172852,223.0
36902,SJUQ,small_airport,Fazenda Vista Alegre Airport,-19.739166259765625,-52.60610961914063,1349.0
338285,SJUR,small_airport,Fazenda Reunidas Airport,-13.483526,-54.103724,1575.0
36903,SJUS,small_airport,Fazenda Acará Airport,-15.074443817138672,-51.15888977050781,804.0
36904,SJUT,heliport,Cimento Rio Branco Heliport,-25.185277938842773,-49.31666564941406,3066.0
36905,SJUU,small_airport,Fazenda Paraná Airport,-14.028056144714355,-46.87111282348633,1450.0
36906,SJUV,heliport,A Universal Heliport,-23.517221450805664,-46.627220153808594,2507.0
36907,SJUW,heliport,CPFL Sede Heliport,-22.857778549194336,-47.04499816894531,2350.0
36908,SJUX,heliport,MBP - Metalúrgica Barra do Piraí Heliport,-22.47638893127441,-43.85166549682617,1182.0
36909,SJUY,heliport,Sinal Empreendimentos Heliport,-22.48833274841309,-41.93444442749024,33.0
36910,SJUZ,heliport,Santo Aleixo Heliport,-22.920833587646484,-46.79194259643555,3006.0
36911,SJVA,heliport,DJY Heliport,-23.597434,-46.685495,2603.0
36912,SJVB,small_airport,Fazenda Sagrado Coração de Jesus Airport,-15.0916671753,-60.121665954600005,499.0
36913,SJVC,small_airport,Ibiporanga da Felicidade Airport,-20.45916748046875,-49.53361129760742,1779.0
36914,SJVD,small_airport,Nazaré da Felicidade Airport,-17.854721069335938,-45.24055480957031,2550.0
36915,SJVE,heliport,VR Campos do Jordão Heliport,-22.74333381652832,-45.544166564941406,5673.0
36916,SJVF,small_airport,Fazenda Colorado Airport,-18.817777633666992,-53.8650016784668,1785.0
36917,SJVG,heliport,Jacarecica Heliport,-9.604722023010254,-35.67972183227539,1.0
36918,SJVH,heliport,Condomínio Edifício Mansão Macedo Heliport,-3.72944402695,-38.5011100769,276.0
36919,SJVI,heliport,Zona 01 Heliport,-27.142204,-48.591967,23.0
36920,SJVJ,heliport,Chácara da Capela Heliport,-23.12555694580078,-47.70888900756836,1676.0
345129,SJVK,small_airport,Pian Airstrip,-31.079916,-51.895627,72.0
36921,SJVL,small_airport,Fazenda Cachoeirinha Airport,-19.359251,-47.129459,3281.0
36922,SJVM,small_airport,Estância Califórnia Airport,-9.89194393157959,-56.12944412231445,945.0
36923,SJVN,small_airport,Fazenda do Limão Airport,0.2891669869422912,-53.869998931884766,984.0
36924,SJVO,small_airport,Aragarças Airport,-15.8994,-52.2411,1061.0
36925,SJVP,small_airport,Vila Pitinga Airport,-0.799166977406,-60.0838890076,876.0
36926,SJVQ,small_airport,Triálcool Airport,-18.88944435119629,-49.286109924316406,2231.0
36927,SJVR,small_airport,Fazenda São Joaquim Airport,-21.491943359375,-56.48722076416016,1181.0
36928,SJVS,small_airport,Vale do Paranaíba Airport,-18.70305633544922,-49.68694305419922,1739.0
36929,SJVT,heliport,Rio Negro Heliport,-21.910653,-42.266684,781.0
36930,SJVU,heliport,Hospital Memorial São José Heliport,-8.065278053283691,-34.896942138671875,180.0
36931,SJVV,small_airport,Fazenda Catelani Airport,-13.473333358764648,-48.45916748046875,2461.0
36932,SJVW,small_airport,Campos Gerais Airport,-8.51694393157959,-46.74694442749024,1706.0
36933,SJVX,small_airport,Pagrisa Airport,-3.7005560398101807,-47.76333236694336,453.0
36934,SJVY,small_airport,Haras Bela Vista Airport,-5.5416669845581055,-47.50249862670898,335.0
36935,SJVZ,small_airport,Fazenda São Paulo Airport,-13.610278129577637,-58.56916809082031,2012.0
36936,SJWA,small_airport,Usina Maracaju Airport,-21.345277786254883,-55.43333435058594,1509.0
36937,SJWB,small_airport,Pouso Alto Airport,-17.457778930664062,-48.983055114746094,2428.0
36938,SJWC,small_airport,Fazenda Nossa Senhora da Muxima Airport,-19.587221,-52.951942,1532.0
36939,SJWD,small_airport,Usina Passa Tempo Airport,-21.507221221923828,-54.7158317565918,984.0
36940,SJWE,small_airport,Fazenda Araribá Airport,-13.404722213745115,-52.848331451416016,1279.0
36941,SJWF,heliport,Mima Heliport,-21.6472225189209,-41.02360916137695,16.0
36942,SJWG,small_airport,Itagro Airport,-29.780277252197266,-55.69722366333008,384.0
36943,SJWH,small_airport,Fazenda Santa Inês Airport,-14.651110649108888,-55.383888244628906,1330.0
36944,SJWI,small_airport,Fazenda Flor Airport,-21.496944427490234,-53.74972152709961,1420.0
36945,SJWJ,heliport,HPE Heliport,-23.669443130493164,-46.70277786254883,2424.0
36946,SJWK,heliport,Fiec Heliport,-3.7394440174102783,-38.508888244628906,230.0
36947,SJWL,small_airport,Boca da Mata Airport,-13.574443817138672,-53.983055114746094,1804.0
36948,SJWM,small_airport,Fazenda Sanga Funda Airport,-13.06666660308838,-58.705833435058594,1949.0
36949,SJWN,small_airport,Fazenda Santa Dulcina Airport,-23.549999237060547,-49.25,2096.0
36950,SJWO,small_airport,Terra Santa Airport,-14.806943893432615,-57.973609924316406,699.0
36951,SJWP,small_airport,Warpol Airport,-12.619443893432615,-45.92361068725586,2650.0
36952,SJWQ,small_airport,Aeroclube de Birigui - CMTE Munir Djabak Airport,-21.21655,-50.305613,1338.0
36953,SJWR,heliport,Heligalo Heliport,-23.03416633605957,-44.20166778564453,344.0
36954,SJWS,heliport,Praia de Olaria Heliport,-23.76666641235352,-45.40527725219727,10.0
36955,SJWT,small_airport,Fazenda Sucuri Airport,-17.395832061767578,-54.75972366333008,1788.0
36956,SJWU,small_airport,Fazenda Ideal Airport,-18.667221069335938,-40.33277893066406,471.0
36957,SJWV,small_airport,Fazenda São Judas Airport,-13.378055572509766,-50.424442291259766,1030.0
36958,SJWW,small_airport,Fazenda Cachoeira Preta Airport,-20.02138900756836,-53.21611022949219,1083.0
36959,SJWX,small_airport,Rio Alegre Airport,-22.575000762939453,-52.503055572509766,981.0
36960,SJWY,heliport,Parkway Heliport,-15.911695,-47.971782,3724.0
36961,SJWZ,heliport,E-Tower Helipad,-23.593762,-46.690398,2861.0
36962,SJXA,small_airport,Aeromis Airport,-31.292221069335938,-54.15611267089844,886.0
36963,SJXB,small_airport,Aquapey Airport,-15.762033,-58.804064,600.0
41682,SJXC,small_airport,Usina Santa Cruz Airport,-16.183056,-39.358055,410.0
36964,SJXD,heliport,Escarpas Heliport,-20.640277862548828,-46.00361251831055,2602.0
36965,SJXE,heliport,Sinal Construtora Heliport,-22.68361091613769,-42.369720458984375,68.0
36966,SJXF,heliport,Aloiso Ximenes de Farias Junior Heliport,-3.2230560779571533,-39.25555419921875,33.0
36967,SJXG,small_airport,Fazenda Agroplan Airport,-11.662765,-52.861164,1083.0
36968,SJXH,small_airport,Águas Frias Airport,-27.216943740844727,-53.272499084472656,1135.0
340047,SJXJ,small_airport,Alimentos Dallas Airport,-21.454039,-54.389028,1404.0
340049,SJXK,heliport,Eldorado Helipad,-23.573408,-46.697742,2831.0
338665,SJXL,heliport,Hospital Unimed Primavera Helipad,-5.057847,-42.815899,249.0
36969,SJXM,small_airport,Carolina de Assis Repetto Airport,-21.730022,-43.891947,3452.0
36970,SJXN,small_airport,Parque Fazenda Bom Futuro Airport,-17.191389083862305,-57.03388977050781,361.0
36971,SJXO,heliport,HP Padilha Heliport,-23.038610458374023,-44.1533317565918,16.0
36972,SJXP,heliport,Alice Maria Sampaio Ferreira Heliport,-23.611173,-46.694571,2579.0
36973,SJXQ,heliport,Ribeirão Shopping Heliport,-21.21176,-47.818122,2037.0
36974,SJXR,heliport,B. Cao Viño Heliport,-24.009943,-46.417628,177.0
264,SJXS,small_airport,Veracel Airport,-16.10444450378418,-39.363887786865234,434.0
36975,SJXT,heliport,Iguassú Heliport,-23.1211109161,-44.192779541,16.0
36976,SJXU,closed,Alphaville Gramado Heliport,-29.383612,-50.888332,2684.0
36977,SJXV,small_airport,Fazenda Bela Vista Airport,-22.93111038208008,-55.054443359375,1256.0
36978,SJXW,small_airport,Fazenda 3M Airport,-21.67361068725586,-54.035831451416016,1155.0
36979,SJXX,small_airport,Recreio Airport,-22.679443359375,-55.540557861328125,1968.0
36980,SJXY,heliport,Piratas Mall Heliport,-23.00361061096192,-44.29916763305664,6.0
36981,SJXZ,heliport,Namour Heliport,-23.572779,-46.641109,2900.0
36982,SJYA,heliport,Caraguatá Heliport,-22.920833587646484,-42.477500915527344,162.0
36983,SJYB,heliport,Edifício Plaza I Heliport,-23.61027717590332,-46.695556640625,2648.0
36984,SJYC,closed,AHE Peixe Angical Airport,-12.203100204467772,-48.46969985961914,808.0
36985,SJYD,small_airport,Fazenda Kajussol Airport,-11.9647216796875,-61.686668395996094,636.0
36986,SJYE,small_airport,Água Fria Airport,4.620560169219971,-60.27719879150391,994.0
36987,SJYF,small_airport,Ajarani Airport,2.007780075073242,-61.47579956054688,594.0
36988,SJYG,small_airport,Alto Mucajaí Airport,2.765000104904175,-62.22140121459961,237.0
338675,SJYH,small_airport,Fazenda Cachoeira Alta Airport,-8.780178,-50.969022,1020.0
36989,SJYI,small_airport,Araí Airport,4.44389009475708,-60.847198486328125,1500.0
36990,SJYJ,small_airport,Aratha-Ú Airport,3.160830020904541,-63.78139877319336,236.0
36991,SJYK,small_airport,Baixo Catrimani Airport,1.0711100101470947,-62.218299865722656,171.0
36992,SJYL,small_airport,Baixo Mucajaí Airport,2.7369399070739746,-62.01940155029297,499.0
36993,SJYM,small_airport,Bala Airport,3.8372199535369873,-60.60329818725586,348.0
339012,SJYN,heliport,Centro Empresarial Araguaia II - CEA II Helipad,-23.502096,-46.840859,2687.0
36994,SJYO,small_airport,Bananal Airport,4.632780075073242,-60.58560180664063,892.0
36995,SJYP,small_airport,Bananeira Airport,4.321109771728516,-60.19390106201172,892.0
323621,SJYQ,small_airport,Barreirinha Airport,4.330405,-60.28783,1194.0
36996,SJYR,small_airport,Caju Airport,4.709441,-60.510851,794.0
36997,SJYS,small_airport,Camará Airport,3.990829944610596,-60.18170166015625,594.0
36998,SJYT,small_airport,Campo Formoso Airport,4.71999979019165,-60.76969909667969,1194.0
36999,SJYU,small_airport,Campo Grande Airport,4.68556022644043,-60.80279922485352,1194.0
37000,SJYV,heliport,Cauê-Apiaí Heliport,-24.51666641235352,-48.84972381591797,2959.0
37001,SJYW,small_airport,Fazenda Santa Terezinha Airport,-10.33138942718506,-50.940277099609375,748.0
323620,SJYX,heliport,Foz do Chopim Heliport,-25.571833,-53.123084,1240.0
37002,SJYY,small_airport,Rio do Sangue Airport,-11.522221565246582,-58.177223205566406,935.0
37003,SJYZ,small_airport,Fazenda Lagoa Encantada Airport,-15.270277976989746,-54.25749969482422,1968.0
37004,SJZA,closed,Capão Alto Airport,-30.67639,-51.525276,107.0
37005,SJZB,small_airport,Vale do Tucanã Airport,-10.689443588256836,-58.64972305297852,879.0
37006,SJZC,small_airport,Destilaria São Luiz Airport,-8.778888702392578,-35.78499984741211,1371.0
37007,SJZD,small_airport,Fazenda Bandeiras Airport,-17.8619441986084,-56.70305633544922,361.0
37008,SJZE,small_airport,Fazenda Brioso Airport,-20.237858,-52.380688,1270.0
37009,SJZF,small_airport,Fazenda Campo Triste Airport,-20.61861038208008,-52.0180549621582,1197.0
37010,SJZG,small_airport,Leonel de Moura Brizola Airport,-10.658332824707031,-51.43611145019531,843.0
37011,SJZH,small_airport,Fazenda Rio do Fogo Airport,-10.881667137145996,-54.997779846191406,981.0
37012,SJZI,heliport,Monte Carmelo Heliport,-23.95833206176757,-46.330833435058594,99.0
37013,SJZJ,heliport,Rancho Dória Heliport,-22.698055267333984,-45.52972030639648,5223.0
37014,SJZK,heliport,Projac Heliport,-22.956666946411133,-43.397220611572266,94.0
37015,SJZL,heliport,Banco Santander Helipad,-23.591245,-46.690972,2815.0
37016,SJZM,small_airport,Carlos Alberto Pinto Airport,-12.60694408416748,-46.74722290039063,1338.0
37017,SJZN,heliport,Campo Bahia Resort Heliport,-16.241667,-39.009167,10.0
37018,SJZO,small_airport,Fazenda Boi Branco Airport,-18.46555519104004,-56.76333236694336,394.0
37019,SJZP,small_airport,Mathovi Airport,-9.833056449890137,-55.4647216796875,1070.0
37020,SJZQ,small_airport,Fazenda Monte Alegre Airport,-10.564167022705078,-44.94694519042969,1444.0
37021,SJZR,small_airport,Fazenda Itália Airport,-7.444722175598144,-44.35333251953125,1280.0
37022,SJZS,small_airport,Fazenda Canel Airport,-7.539999961853027,-44.8224983215332,1280.0
37023,SJZT,small_airport,Fazenda Busato II Airport,-13.242396,-43.737819,1500.0
37024,SJZU,heliport,Seculum Heliport,-23.584023,-46.683832,2605.0
37025,SJZV,heliport,Terras de São José Heliport,-23.298859,-47.295626,2037.0
37026,SJZW,small_airport,Fazenda Regina Airport,-23.288179,-48.737621,2044.0
37027,SJZX,small_airport,Fazenda Rebojo Airport,-20.02638816833496,-57.918888092041016,397.0
37028,SJZY,heliport,Centro Administrativo Rio Negro Heliport,-23.500526,-46.848637,2739.0
37029,SJZZ,small_airport,Fazenda Passo Fundo Airport,-15.013956,-53.933451,2199.0
315707,SK-0001,small_airport,Dobra Niva airfield,48.488716,19.101749,1143.0
320390,SK-0002,small_airport,Košťany nad Turcom Airstrip,49.0167622,18.8951041,
316294,SK-0003,small_airport,Dunajská Streda,48.018056,17.613056,
316295,SK-0004,small_airport,Hrabušice,48.969167,20.386389,
316296,SK-0005,small_airport,Kamenný Most,47.863889,18.65,
316297,SK-0006,small_airport,Krakovany,48.633889,17.732222,
316298,SK-0007,closed,Malý Madaras,48.142222,17.377222,
316299,SK-0008,small_airport,Sládkovicovo,48.188889,17.633889,
316300,SK-0009,small_airport,Tekovský Hrádok,48.171389,18.541667,
316301,SK-0010,small_airport,Trnava-Kopánka,48.4,17.611667,
316302,SK-0011,small_airport,Želiezovce,48.047222,18.596111,
316458,SK-0012,small_airport,Gajary UL,48.4511666667,16.9409166667,502.0
316495,SK-0013,small_airport,Zborov,49.3741064,21.2925752,
320673,SK-0014,small_airport,Letisko Mirkovce,48.8914554,21.3172417,
320704,SK-0015,small_airport,Čab Airstrip,48.3888085,18.0043553,
321100,SK-0016,closed,Višňové Airstrip,49.171375,18.778598,
321211,SK-0017,small_airport,Bojná Airstrip,48.5419025,18.0526032,
321295,SK-0018,small_airport,Kačanov Airstrip,48.615499,21.835203,
321296,SK-0019,small_airport,Ludanice Airstrip,48.5100021,18.1323556,
41037,SK-002,small_airport,El Encanto Airport,-1.75333333333,-73.20472222219999,420.0
321297,SK-0020,small_airport,Rybany Airstrip,48.6660912,18.228065,
321401,SK-0021,small_airport,Morovno Airstrip,48.760753,18.742585,
321402,SK-0022,small_airport,Plášťovce Airstrip,48.128776,19.000553,
321403,SK-0023,small_airport,Prusy Airstrip,48.747364,18.263118,
