id,ident,type,name,latitude_deg,longitude_deg,elevation_ft
6583,01CL,small_airport,Swansboro Country Airport,38.79990005493164,-120.73400115966795,2594.0
6584,01CN,heliport,Los Angeles County Sheriff's Department Heliport,34.03779983520508,-118.15399932861328,300.0
6585,01CO,heliport,St Vincent General Hospital Heliport,39.24530029296875,-106.24600219726562,10175.0
6586,01CT,heliport,Berlin Fairgrounds Heliport,41.62730026245117,-72.72750091552734,60.0
6587,01FA,small_airport,Rybolt Ranch Airport,28.589399337768555,-81.14420318603516,55.0
6588,01FD,heliport,Advent Health Altamonte Springs Heliport,28.666639,-81.3697,86.0
6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,28.78190040588379,-81.1592025756836,19.0
6590,01GA,heliport,Medical Center Heliport,32.47930145263672,-84.9791030883789,319.0
6591,01GE,small_airport,The Farm Airport,32.675106,-82.771055,375.0
6592,01IA,small_airport,Stender Airport,41.66109848022461,-90.74130249023438,725.0
6530,01ID,small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268.0
6593,01II,small_airport,Myers Field,39.8849983215332,-86.50669860839844,950.0
6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909057617,-87.65950012207031,583.0
6595,01IN,heliport,Community Hospital Heliport,40.13090133666992,-85.69580078125,890.0
6596,01IS,small_airport,William E. Koenig Airport,39.01620101928711,-90.31819915771484,670.0
6597,01J,small_airport,Hilliard Airpark,30.68630027770996,-81.90570068359375,59.0
6598,01K,small_airport,Caldwell Municipal Airport,37.03609848022461,-97.5864028930664,1157.0
6599,01KS,small_airport,Flying N Ranch Airport,38.54059982299805,-97.00330352783205,1485.0
6600,01KY,heliport,Lourdes Hospital Heliport,37.051700592041016,-88.64689636230469,419.0
6601,01LA,small_airport,Barham Airport,32.638999938964844,-91.77369689941406,90.0
6602,01LL,small_airport,Schumaier Restricted Landing Area,38.12580108642578,-89.46389770507812,555.0
6603,01LS,small_airport,Country Breeze Airport,30.722478,-91.077372,125.0
6604,01MA,heliport,Compaq Andover Heliport,42.625099182128906,-71.18009948730469,140.0
6605,01MD,seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,
6606,01ME,seaplane_base,Saint Peter's Seaplane Base,46.778900146484375,-68.50029754638672,608.0
6607,01MI,heliport,Flow Through Terminal Heliport,43.04949951171875,-83.67970275878906,736.0
6608,01MN,seaplane_base,Barnes Seaplane Base,47.899600982666016,-92.55740356445312,1358.0
6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,38.641700744628906,-90.48429870605467,615.0
6610,01MT,small_airport,Crystal Lakes Resort Airport,48.789100646972656,-114.87999725341795,3141.0
6611,01NC,small_airport,Topsail Airpark,34.47529983520508,-77.5813980102539,65.0
6612,01NE,closed,Detour Airport,40.843619,-100.651503,3000.0
6613,01NH,small_airport,Moore Airfield,43.6445,-72.086998,835.0
6614,01NJ,heliport,Albert Guido Memorial Heliport,40.739956,-74.136128,10.0
45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630.0
6615,01NV,small_airport,Lantana Ranch Airport,38.76390075683594,-119.0270004272461,4600.0
6616,01NY,heliport,Vassar Hospital Heliport,41.692415,-73.93683,100.0
347920,01OH,heliport,Atrium Medical Center Heliport,39.497455,-84.313851,775.0
6617,01OI,heliport,Avita Health System Galion Hospital Heliport,40.730267,-82.802022,1140.0
6618,01OK,closed,Lawrence Airport,35.294498,-98.636496,1525.0
345166,01OL,small_airport,Spring Creek Ranch East Airport,34.391667,-96.690833,1060.0
6619,01OR,closed,Red & White Flying Service Airport,43.119301,-121.044997,4346.0
6620,01PA,closed,Pine Heliport,40.655602,-80.050903,1215.0
6621,01PN,small_airport,Bierly(Personal Use) Airport,40.93059921264648,-77.73889923095703,960.0
6622,01PS,small_airport,Nort's Resort Airport,41.59590148925781,-76.02960205078125,1040.0
6623,01SC,small_airport,York Airport,35.032100677490234,-81.25279998779297,779.0
6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,32.69419860839844,-97.11579895019533,630.0
6625,01TE,small_airport,Smith Field,32.73759841918945,-96.4280014038086,505.0
6626,01TN,small_airport,Colonial Air Park,34.99589920043945,-89.73059844970703,370.0
6627,01TS,closed,St Joseph Hospital Heliport,32.7285,-97.324501,675.0
340858,01TT,heliport,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119,7.0
6628,01TX,closed,Mims Farm Ultralightport,32.388115,-96.877398,610.0
6629,01U,small_airport,Duckwater Airport,38.849785,-115.634987,5124.0
6630,01UT,small_airport,La Sal Junction Airport,38.30830001831055,-109.39600372314452,6000.0
6631,01VA,small_airport,Pickles Airport,39.125,-77.9250030518,500.0
6632,01WA,heliport,Willapa Harbor Heliport,46.66320037841797,-123.81199645996094,154.0
6633,01WI,small_airport,Prehn Cranberry Company Airport,44.0099983215332,-90.38919830322266,930.0
6634,01WN,heliport,Whidbey General Hospital Heliport,48.2134017944336,-122.68499755859376,103.0
45900,01WT,heliport,Odyssey Heliport,47.518178,-122.210908,20.0
6635,01WY,small_airport,Keyhole Airport,44.347198486328125,-104.81099700927734,4250.0
46288,01XA,heliport,Ascension Seton Hays Heliport,30.007222,-97.853333,715.0
6636,01XS,heliport,Meadowood Ranch Heliport,32.020198822021484,-95.74549865722656,500.0
335815,02AA,small_airport,Barefoot Airport,61.506147,-149.912825,160.0
6637,02AK,small_airport,Rustic Wilderness Airport,61.876907,-150.097626,190.0
6638,02AL,small_airport,Bass Field,30.37150001525879,-87.76439666748047,61.0
43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264.0
6640,02AZ,closed,Winchester Farm Airstrip,32.376401,-109.936996,4200.0
6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,33.58250045776367,-118.12899780273438,122.0
6642,02CD,small_airport,Shannon Field,34.129600524902344,-90.52400207519533,165.0
6643,02CL,small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160.0
6644,02CO,small_airport,Mc Cullough Airport,37.64329910279999,-106.04699707,7615.0
6645,02CT,heliport,Strangers Point Heliport,41.91960144042969,-72.44450378417969,540.0
6646,02FA,small_airport,Osborn Airfield,28.52669906616211,-81.87480163574219,121.0
341544,02FD,small_airport,Triple R Ranch Airport,30.950976,-86.635555,209.0
45347,02FL,closed,Cuchens Airport,30.642527,-86.118779,215.0
6648,02GA,small_airport,Doug Bolton Field,34.202598571777344,-83.42900085449219,884.0
6649,02GE,small_airport,Etowah Fields Airport,34.17530059814453,-84.92440032958984,710.0
6650,02HI,heliport,K3 Helipad Heliport,21.35839,-157.94789,9.0
6651,02IA,heliport,Boone County Hospital Heliport,42.05609893798828,-93.87799835205078,1160.0
6652,02ID,small_airport,Morgan Ranch Airport,44.55550003051758,-115.30500030517578,5634.0
6653,02II,small_airport,King Ultralightport,40.06230163574219,-86.21050262451172,925.0
6654,02IN,small_airport,Diamond P. Field,40.20890045166016,-85.54080200195312,904.0
6655,02IS,heliport,Condell Medical Center Heliport,42.274600982666016,-87.9572982788086,762.0
6656,02KS,small_airport,Jmj Landing Airport,39.222198486328125,-96.0552978515625,1170.0
327110,02KT,heliport,St Claire Healthcare Heliport,38.181441,-83.443319,781.0
6657,02KY,heliport,Boone National Guard Heliport,38.190282,-84.906442,760.0
6658,02LA,heliport,La State Police Troop G Heliport,32.53129959106445,-93.6602020263672,168.0
6659,02LS,heliport,Windy Hill Heliport,30.14830017089844,-91.91899871826172,25.0
6660,02MA,heliport,Cuttyhunk Heliport,41.419601,-70.927002,9.0
322099,02MD,small_airport,Garner Field,38.672544,-76.709739,141.0
6661,02ME,small_airport,Nadeau's Airfield,43.537467,-70.930685,700.0
6662,02MI,small_airport,Fairplains Airpark,43.15710067749024,-85.14849853515625,850.0
6663,02MN,closed,Greenbush Municipal Airport,48.686527,-96.191976,1070.0
6664,02MO,small_airport,Troy Airpark,39.04999923706055,-91.03350067138672,650.0
6665,02MS,small_airport,Watts Field,34.095701,-90.846131,153.0
6666,02MT,closed,Barrett Field,47.2374,-111.74304,3350.0
6667,02MU,closed,Timber Line Airpark,36.655612,-93.802387,1550.0
45686,02NC,closed,Race City Heliport,35.540477,-80.598047,809.0
6668,02NE,small_airport,Benes Service Airport,41.074501037597656,-96.90450286865234,1550.0
6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,44.65710067749024,-71.21910095214844,1180.0
6670,02NJ,heliport,Penske Heliport,40.55730056762695,-74.46710205078125,78.0
6671,02NV,small_airport,Paiute Meadows Airport,41.299551,-118.926709,4443.0
6672,02NY,heliport,Hansen Heliport,43.132598876953125,-75.65550231933594,435.0
6673,02OH,small_airport,Zimmerman Airport,41.37639999389648,-83.08329772949219,614.0
6674,02OI,small_airport,Murtha Airport,41.80199813842773,-80.56539916992188,950.0
6675,02OK,closed,Canon Heliport,35.458401,-97.525297,1191.0
337183,02OL,heliport,War Veterans Colony Heliport,34.811412,-95.307727,807.0
6676,02OR,small_airport,Rowena Dell Airport,45.68149948120117,-121.31600189208984,705.0
6677,02P,heliport,Stottle Memorial Heliport,40.403596,-77.556602,591.0
6678,02PA,heliport,Lag Iii Heliport,40.43830108642578,-79.7699966430664,1070.0
6679,02PN,heliport,Peco Berwyn Heliport,40.06959915161133,-75.4552001953125,390.0
6680,02PR,small_airport,Cuylers Airport,18.464924,-66.363773,15.0
6681,02PS,small_airport,Hughes Ultralightport,41.90060043334961,-77.23030090332031,1700.0
6682,02SC,small_airport,Harpers Airport,32.75849914550781,-81.22480010986328,111.0
6683,02T,small_airport,Wise River Airport,45.76910018920898,-112.98200225830078,5830.0
6684,02TA,heliport,Matagorda Shore Facility Heliport,28.722177,-95.875813,5.0
6685,02TE,heliport,Baylor Medical Center Heliport,32.39540100097656,-96.86419677734376,560.0
6686,02TN,small_airport,Ellis Field,35.780355,-86.585521,840.0
6687,02TS,closed,FWOMC Heliport,32.747601,-97.370003,684.0
6688,02TX,closed,The Palms At Kitty Hawk Airport,33.370403,-101.922882,3235.0
6689,02UT,small_airport,Lucin Airport,41.36629867553711,-113.84300231933594,4412.0
6690,02VA,small_airport,The Greenhouse Airport,38.43569946289063,-77.8572006225586,320.0
6691,02VG,heliport,Northstar Aviation Heliport,36.63880157470703,-82.11669921875,1850.0
6692,02WA,small_airport,Cawleys South Prairie Airport,47.15230178833008,-122.09400177001952,690.0
6693,02WI,small_airport,Beer Airport,45.03189849853516,-92.65579986572266,920.0
6694,02WN,small_airport,Fowler Field,48.74580001831055,-119.31900024414062,2150.0
330393,02XA,small_airport,JLS Farms Airport,33.591319,-95.882864,675.0
6695,02XS,closed,Seidel Ranch Airport,30.100941,-97.672607,510.0
325508,03AA,heliport,Trapper T Heliport,61.556055,-149.284527,159.0
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.72722244262695,-151.13278198242188,150.0
6697,03AL,heliport,Highland Medical Center Heliport,34.662604,-86.046774,628.0
6698,03AR,heliport,Hscmh Heliport,34.357601165771484,-92.78849792480467,350.0
6699,03AZ,small_airport,Thompson International Aviation Airport,31.430971,-110.088087,4275.0
6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634.0
6701,03CO,small_airport,Kugel-Strong Airport,40.211608,-104.744781,4950.0
6702,03FA,small_airport,Lake Persimmon Airstrip,27.353099822998047,-81.40809631347656,70.0
6703,03FD,closed,Tharpe Airport,30.8288,-85.731003,115.0
6704,03FL,heliport,Ranger Heliport,26.683716,-80.186561,20.0
322717,03GA,small_airport,HIA Airport,32.562306,-81.857694,238.0
6705,03I,closed,Clarks Dream Strip,39.644199,-83.018204,680.0
6706,03IA,closed,East Field,41.581902,-92.461304,954.0
6707,03ID,small_airport,Flying Y Ranch Airport,44.7943000793457,-116.53299713134766,3180.0
6708,03II,small_airport,Davis Field Ultralightport,37.9620018005,-87.7789001465,465.0
6709,03IL,small_airport,Wix Airport,41.40230178833008,-87.81670379638672,750.0
6710,03IN,small_airport,Heinzman Airport,40.18000030517578,-86.01249694824219,850.0
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,38.904999,-90.173401,580.0
6712,03KS,heliport,Valley Grain Heliport,39.86470031738281,-95.26409912109376,1160.0
6713,03KY,small_airport,Flying H Farms Airport,37.79169845581055,-87.54139709472656,385.0
6714,03LA,heliport,Damien Heliport,30.19960021972656,-91.12789916992188,25.0
6715,03LS,heliport,Fmc Nr 1 Heliport,32.15900039672852,-91.70800018310548,79.0
6716,03M,seaplane_base,Lakeside Marina Seaplane Base,44.320899963378906,-69.8895034790039,165.0
6717,03MA,small_airport,Hadley Airport,42.393431,-72.551553,150.0
6718,03MD,heliport,Upper Chesapeake Medical Center Heliport,39.518427,-76.346022,302.0
6719,03ME,small_airport,Maple Ridge Airport,44.08420181274414,-70.6272964477539,556.0
6720,03MI,heliport,Harold Miller Heliport,43.550899505615234,-83.86219787597656,585.0
6721,03MN,small_airport,Nauerth Land Ranch Airport,43.62519836425781,-95.22470092773438,1435.0
6722,03MO,closed,Cahoochie Airport,37.884499,-93.131599,1010.0
6723,03MS,heliport,Vicksburg Medical Center Heliport,32.31880187988281,-90.8832015991211,110.0
6724,03MT,small_airport,Cascade Field,47.267327,-111.71748,3580.0
6725,03MU,small_airport,Mc Donnell Airport,38.4925003052,-94.41249847410002,874.0
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4.0
6726,03NC,small_airport,Pilots Ridge Airport,34.10430145263672,-77.9041976928711,35.0
6727,03ND,small_airport,Olafson Brothers Airport,48.62639999389648,-97.8290023803711,1045.0
6728,03NE,small_airport,Hyde Ranch Airport,41.5463981628418,-99.3311996459961,2430.0
6729,03NH,heliport,Lorden Heliport,42.81539916992188,-71.12439727783203,400.0
6730,03NJ,closed,AT&T Heliport,40.668713,-74.410152,360.0
345364,03NM,heliport,Miner's Colfax Medical Center Heliport,36.862377,-104.442853,6600.0
345707,03NR,heliport,Johnston Medical Center Heliport,35.63027,-78.50392,320.0
6731,03NV,small_airport,Llama Ranch Airport,40.58440017700195,-115.2979965209961,6120.0
6732,03NY,small_airport,Talmage Field,40.958308,-72.717326,95.0
6733,03OH,small_airport,Gibbs Field,41.416933,-83.018339,580.0
6734,03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",41.420312,-81.599552,890.0
6735,03OK,small_airport,Sahoma Lake Airport,36.041259,-96.161517,890.0
348548,03OL,small_airport,Bluebird Airport,35.012334,-97.702735,1232.0
6736,03OR,small_airport,Powwatka Ridge Airport,45.85540008544922,-117.48400115966795,3340.0
6737,03PA,heliport,Collegeville Heliport,40.162899017333984,-75.4656982421875,197.0
6738,03PN,heliport,M.P. Metals Heliport,41.066861,-76.180806,479.0
322892,03PR,small_airport,Sun View Field Airport,39.065947,-94.921703,980.0
6739,03PS,closed,Ziggy's Field,40.849998,-77.905602,1050.0
6740,03S,small_airport,Sandy River Airport,45.401798248291016,-122.22899627685548,704.0
6741,03SC,heliport,Seacoast Medical Center Heliport,33.8650016784668,-78.66190338134766,73.0
6742,03TA,closed,Gay Hill Farm Airport,30.262699,-96.500198,505.0
6743,03TE,small_airport,Barronena Ranch Airport,27.490812,-98.669615,600.0
6744,03TN,heliport,Eagles Landing Heliport,35.92250061035156,-83.57939910888672,1000.0
6745,03TS,heliport,Shannon Medical Center Heliport,31.4658,-100.43397,1825.0
341551,03TT,small_airport,Brazos Polo Airport,29.632117,-95.932481,117.0
6746,03TX,heliport,M D K Field Heliport,29.580929,-95.30508,50.0
6747,03UT,small_airport,AZ Minerals Corporation Airport,37.114384,-109.99014,5315.0
6748,03VA,closed,Whipoorwill Springs Airport,38.66460037231445,-77.57969665527344,250.0
6749,03WA,small_airport,Spangle Field,47.408199310302734,-117.37200164794922,2440.0
6750,03WI,small_airport,Zink Airport,44.028873,-88.883945,880.0
6751,03WN,small_airport,Aerostone Ranch Airport,45.875,-120.66999816894533,2320.0
348415,03WT,heliport,Lopez Medical Clinic Heliport,48.524894,-122.912394,38.0
345757,03XA,heliport,Del Sol Medical Center Heliport,31.7574,-106.346895,3881.0
6752,03XS,small_airport,Creekside Airport,31.318099975585938,-100.75399780273438,2100.0
325443,04AA,small_airport,Flying W Ranch Airport,60.535833,-150.811387,250.0
6753,04AL,heliport,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,686.0
6754,04AR,heliport,Saline Memorial Hospital Heliport,34.574319,-92.586047,430.0
6755,04AZ,closed,Chinle Airport,36.147197,-109.560771,5515.0
6756,04CA,small_airport,Gray Butte Field,34.5639,-117.675003,3020.0
6757,04CL,small_airport,Hunt's Sky Ranch Airport,33.08169937133789,-116.44100189208984,2310.0
6758,04CT,heliport,Shingle Mill Heliport,41.75510025024414,-73.05239868164062,880.0
6759,04F,closed,De Leon Municipal Airport,32.098801,-98.525325,1293.0
6760,04FA,small_airport,Richards Field,25.55870056152344,-80.51509857177734,9.0
324859,04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.336981,37.0
6761,04FL,small_airport,Cross Creek Farms Airport,29.240353,-81.222525,30.0
6762,04I,small_airport,Columbus Southwest Airport,39.91120147705078,-83.18879699707031,920.0
6763,04IA,small_airport,Middlekoop Airport,41.08829879760742,-92.05460357666016,801.0
6764,04ID,small_airport,Lanham Field,43.877015,-116.538365,2343.0
6765,04II,small_airport,Turkey Run Airport,41.13059997558594,-84.99410247802734,765.0
6766,04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842,755.0
45410,04IN,seaplane_base,Lake Gage Seaplane Base,41.701389,-85.113056,954.0
6767,04IS,small_airport,Van Gorder Airport,40.1786003112793,-88.56900024414062,728.0
6768,04KS,heliport,Robinson Industries Heliport,38.97890090942383,-95.2197036743164,835.0
6769,04KY,small_airport,Natchez Trace Farm Airport,37.135101318359375,-85.78939819335938,710.0
6770,04LA,heliport,Saint James Parish Hospital Heliport,30.051001,-90.703848,10.0
6771,04LL,small_airport,Brunner Airport,42.13610076904297,-88.28759765625,750.0
6772,04LS,heliport,La National Guard Heliport,30.44610023498535,-91.10530090332033,52.0
6773,04MA,small_airport,Goddard Field,42.810908,-71.140959,200.0
6774,04MD,heliport,Chesapeake City Heliport,39.51810073852539,-75.82140350341797,40.0
6775,04ME,small_airport,Beech Hill Airport,44.66669845581055,-69.8938980102539,625.0
6776,04MI,small_airport,Rapids Airway Airport,42.53450012207031,-84.62830352783203,880.0
6777,04MN,small_airport,Helblad Airport,47.985801696777344,-94.68689727783205,1195.0
6778,04MO,small_airport,Airpark Private Airport,39.30120086669922,-91.45149993896484,767.0
6779,04MS,small_airport,Nick's Flying Service Inc Airport,32.940537,-90.836683,100.0
6780,04MT,small_airport,Pluhar Airport,47.13749777779999,-106.488095,2715.0
6781,04NC,heliport,Western Wake Medical Center Heliport,35.739200592,-78.7822036743,445.0
6782,04NE,small_airport,Mc Connell Field Airport,41.1599998474,-101.299003601,3035.0
6783,04NJ,small_airport,Emmanuel Airport,39.5968017578,-75.2334976196,155.0
347887,04NR,heliport,McGee 04 Heliport,34.775671,-77.392244,40.0
6784,04NV,small_airport,Kingston Ranch Airport,35.7555007935,-115.665000916,2620.0
6785,04NY,small_airport,Klaverack Airport,42.262298584,-73.6961975098,250.0
45733,04OG,heliport,Teufel Heliport,45.530833,-123.085556,185.0
6786,04OH,closed,Bossow Airport,41.2477,-81.100701,1080.0
6787,04OK,heliport,Stillwater Medical Center Heliport,36.1152992249,-97.079498291,984.0
6788,04OR,small_airport,Collins Landing Strip,44.7499008179,-120.200996399,1500.0
6789,04PA,heliport,S & C Distribution Center Heliport,39.87929916379999,-75.2287979126,50.0
6790,04PN,heliport,Strawbridge & Clothier Exton Heliport,40.0306619,-75.63021,320.0
6791,04SC,heliport,Emergency Helipad,34.842188,-82.60714,994.0
325773,04SD,heliport,Cheyenne River Health Center Heliport,44.993124,-101.243011,2437.0
6792,04TA,closed,Capitol National Bank Building Heliport,30.270262,-97.745275,540.0
6793,04TE,heliport,Veterans Affairs Medical Center Heliport,29.699687,-95.39069,49.0
6794,04TN,small_airport,Hensley Airpark,36.1833000183,-82.67890167239999,1430.0
6795,04TS,heliport,Hummingbird Heliport,30.553284,-97.605358,690.0
342438,04TT,small_airport,4D Ranch Airport,29.713072,-99.545642,1550.0
6796,04TX,small_airport,Pocock Airport,31.732779,-97.369326,565.0
6797,04UT,small_airport,Navajo Mountain Airport,37.006689,-110.794701,6160.0
6798,04V,small_airport,Saguache Municipal Airport,38.0990833,-106.1743889,7826.0
6799,04VA,heliport,Russell County Medical Center Heliport,36.898,-82.078,2004.0
6800,04VG,small_airport,Manquin Flight Park Ultralightport,37.706546,-77.201621,50.0
6801,04VT,small_airport,Lightning Bolt Field Airport,44.4011001587,-72.26360321039999,2156.0
6802,04W,small_airport,Field of Dreams Airport,46.0228,-92.895401,1021.0
6803,04WA,small_airport,Ox Meadows Airport,47.5817985535,-117.43699646,2345.0
6804,04WI,small_airport,Dutch Gap Airstrip,42.523399353,-88.0167007446,760.0
45903,04WN,small_airport,Stillwater Creek Airport,46.95835,-119.63864,1510.0
6805,04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.6536111111,-79.9561111111,1137.0
334249,04XA,small_airport,Pecan Field,33.283933,-98.402861,1130.0
6806,04XS,closed,Schmidts Heliport,32.5821,-97.142502,625.0
6807,05AK,small_airport,Wasilla Creek Airpark,61.66830063,-149.1880035,620.0
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2311992645,-85.64969635010002,365.0
45302,05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900.0
6809,05AZ,heliport,Yuma Regional Medical Center Heliport,32.683452,-114.634346,200.0
6810,05B,seaplane_base,Van Buren Seaplane Base,47.158901,-67.931999,440.0
6811,05CA,heliport,Lost Hills Sheriff's Station Heliport,34.136516,-118.714685,888.0
6812,05CL,small_airport,Pope Valley Airport,38.6106987,-122.39099884,618.0
6813,05CO,small_airport,Rancho de Aereo Airport,40.214984,-104.984423,4978.0
6814,05CT,heliport,O And G Heliport,41.7737007141,-73.1162033081,600.0
